Number of Open Accounts,Years of Credit History,Maximum Open Credit,Current Loan Amount,Current Credit Balance,Monthly Debt,Annual Income,Months since last delinquent,Home Ownership,Term,Years in current job,Credit Default
9,31.6,268774,99999999,180139,24059,1911989,20,-0.193546938,-0.235664764,0.013849095,0
8,18.5,698016,531652,578113,15116,1511640,40,-0.193546938,0.583192905,0.013849095,1
16,20,425634,197736,264670,18858,1271347,29,0.180264064,-0.235664764,-0.68396445,0
6,16,175384,355168,114969,19876,3163215,40,-0.193546938,-0.235664764,0.013849095,0
9,14.8,202004,322388,137294,15162,1392092,14,-0.193546938,-0.235664764,0.013849095,0
11,31.5,1114630,99999999,756637,20135,1349817,13,-0.193546938,-0.235664764,-0.68396445,0
30,17.5,11603856,753588,4720132,136679,6029954,27,0.092368046,-0.235664764,0.013849095,0
9,37.1,971630,433664,220685,3291,1241954,29,-0.193546938,-0.235664764,0.126700744,0
8,6.5,767294,124432,73549,6189,1177381.684,73,0.180264064,-0.235664764,0.013849095,0
8,22.5,442288,733810,211983,13131,1324110,15,-0.193546938,0.583192905,0.126700744,0
24,12.5,1733006,337370,1029724,37552,1553896,8,0.092368046,-0.235664764,0.126700744,0
16,32,419738,218658,206625,10197,849794,25,0.180264064,-0.235664764,0.013849095,0
16,21.1,1113024,529122,745921,29193,1507703.763,49,0.180264064,0.583192905,0.126700744,1
16,16,499620,324500,220058,14557,934135,50,0.180264064,-0.235664764,0.013849095,0
9,16.8,197692,291126,138966,11271,1252366,35,0.180264064,-0.235664764,-0.1128066,0
7,14.1,322762,464486,252833,8156,1022637,15,0.180264064,-0.235664764,-0.1128066,0
11,18.1,466400,745866,191729,25598,2625420,54,0.092368046,0.583192905,0.126700744,0
18,10.5,1019304,195382,388227,21108,1312444,15,-0.193546938,-0.235664764,0.013849095,0
10,16.6,48312,153868,10716,4004,445341,29,0.180264064,-0.235664764,-0.1128066,0
14,14.4,363616,434896,110542,12316,1877960,8,-0.193546938,-0.235664764,0.126700744,1
20,14.8,151778,136642,95038,14130,1059744,17,-0.193546938,-0.235664764,0.013849095,0
13,15.4,385748,779944,211223,25933,2020745,38,-0.193546938,0.583192905,0.013849095,0
8,21,405790,337106,42750,15056,1422644,38,0.180264064,-0.235664764,-0.1128066,0
14,24.2,747406,667722,310479,38501,2210574,22,-0.193546938,-0.235664764,0.126700744,1
11,20.1,462396,299552,111416,30498,1133046,53,-0.193546938,-0.235664764,0.013849095,0
9,28,720038,330506,408557,10719,1236862,61,0.180264064,-0.235664764,-0.1128066,0
17,17.3,6648488,53548,2325467,29380,2901737,16,-0.193546938,-0.235664764,-0.1128066,0
15,15.8,3278000,268356,939892,14698,1268896,18,0.092368046,-0.235664764,-0.68396445,0
8,10.9,336468,222904,256595,15555,616018,28,0.180264064,-0.235664764,0.013849095,0
8,14.2,535634,226292,352032,7876,1236043.135,34,0.180264064,-0.235664764,0.126700744,0
20,19.5,967296,589248,115292,32523,1530488,53,0.180264064,0.583192905,0.013849095,1
10,14,873422,431684,220267,10015,1375049,35,-0.193546938,-0.235664764,0.013849095,0
11,15.7,450164,264572,216543,7792,1371002,71,0.092368046,-0.235664764,0.126700744,0
16,13.8,537064,99999999,309377,33907,1857934,30,-0.193546938,0.583192905,0.013849095,0
7,24,444026,218746,176795,5932,1133502,25,-0.193546938,-0.235664764,-0.68396445,0
6,13.7,588390,337260,39121,13957,1419327.444,26,0.180264064,-0.235664764,0.126700744,0
9,27.7,783794,511258,552368,30216,1590300,31,-0.193546938,-0.235664764,0.013849095,0
13,19.3,210694,99999999,5814,20201,1809047,53,-0.193546938,-0.235664764,0.126700744,0
13,15.4,349316,137918,206644,11290,744420,53,-0.193546938,-0.235664764,0.013849095,1
22,27,761618,653004,551874,36129,1691721.388,20,-0.193546938,0.583192905,0.126700744,1
11,17.5,390808,433532,321993,20476,1404062,7,-0.193546938,0.583192905,0.013849095,1
15,15.5,569030,420838,396093,17688,1525506.815,30,-0.193546938,-0.235664764,0.013849095,0
11,29,215402,125554,109763,10898,465405,25,-0.193546938,-0.235664764,0.126700744,1
10,28,243650,174020,138871,3379,1081801.877,28,0.180264064,-0.235664764,0.013849095,1
14,18.4,1879724,529826,1331178,34456,1507703.763,1,-0.193546938,0.583192905,0.013849095,1
7,21.5,819720,99999999,293797,6722,851751,30,0.092368046,-0.235664764,0.126700744,0
11,17.5,1209714,117018,209988,9289,1204092.419,55,-0.193546938,-0.235664764,0.126700744,0
12,11.1,770814,415712,354825,26133,1128068,13,-0.193546938,-0.235664764,0.013849095,0
10,9.2,212564,152922,62415,11653,497648,32,-0.193546938,-0.235664764,-0.1128066,0
10,15,152306,375122,107863,26791,1333990,56,0.180264064,-0.235664764,0.126700744,0
10,27.6,963446,258896,241300,13826,1490664,44,-0.193546938,-0.235664764,0.126700744,1
8,18,636438,215380,382546,11732,696958,62,0.180264064,-0.235664764,0.013849095,0
14,15.7,742742,755766,517009,19208,1947143.599,57,0.180264064,0.583192905,0.126700744,0
13,23.1,506132,559856,312094,31627,1812912.169,29,0.180264064,0.583192905,0.013849095,1
7,8.5,255442,269126,72352,12603,619799,31,0.180264064,-0.235664764,0.013849095,0
8,17.9,404250,99999999,249280,8302,1938190,71,0.180264064,-0.235664764,0.126700744,0
10,15.5,333784,230494,95133,8586,725591,79,0.180264064,-0.235664764,-0.1128066,0
12,26.4,2144956,99999999,894748,31254,1847522,30,-0.193546938,-0.235664764,-0.68396445,0
8,14.4,4616524,71654,773471,5486,1145758.489,35,-0.193546938,-0.235664764,-0.68396445,0
9,10.5,192390,178882,109497,13315,1203803.037,36,0.180264064,-0.235664764,0.013849095,0
10,24,629508,664620,353381,19742,1568906,81,-0.193546938,0.583192905,0.126700744,1
9,16.2,236148,269654,79325,19251,931513,24,0.180264064,-0.235664764,0.126700744,0
12,12.3,272690,351956,147896,17396,1557848,37,-0.193546938,-0.235664764,0.013849095,0
8,12.7,448756,66638,37601,8135,1294679,39,0.180264064,-0.235664764,0.126700744,0
9,7.1,664488,284064,439603,21623,1295281.133,78,-0.193546938,-0.235664764,0.013849095,0
9,12.5,244156,333102,162792,13425,1150716,41,0.180264064,-0.235664764,0.126700744,1
13,14.3,644710,487322,458793,19280,1128600,43,-0.193546938,0.583192905,0.013849095,1
11,18.9,1335906,99999999,1068351,37182,1604987,30,-0.193546938,-0.235664764,0.126700744,0
5,30,315326,123904,148143,4756,300352,50,0.092368046,-0.235664764,0.126700744,0
19,21.9,650254,244024,332462,31391,1307960,56,-0.193546938,-0.235664764,-0.1128066,0
9,17.3,306658,133012,160493,15179,529492,31,0.092368046,-0.235664764,0.126700744,0
6,11.5,200926,99999999,145597,6594,462707,30,0.180264064,-0.235664764,0.126700744,0
9,11.3,146168,214698,46569,7193,927105,14,-0.193546938,-0.235664764,0.013849095,0
6,16.8,250074,767690,167371,14119,1629098,13,-0.193546938,-0.235664764,0.126700744,1
9,23.4,557898,360998,175864,17127,2319672,7,0.180264064,0.583192905,0.126700744,0
15,15.6,908600,279136,371963,11683,741760,39,0.180264064,-0.235664764,0.126700744,0
9,18,624030,260722,243599,34316,1240320,54,0.180264064,0.583192905,0.126700744,1
17,17.1,10201598,99999999,2784108,26298,1687599,21,-0.193546938,-0.235664764,-0.1128066,0
3,13.6,39072,108614,14269,8460,825379,14,0.180264064,-0.235664764,-0.1128066,0
4,14.7,280258,99999999,220267,10406,1135212,30,0.180264064,-0.235664764,0.013849095,0
13,16.4,208890,66594,85861,14762,632643,34,0.180264064,-0.235664764,0.126700744,1
23,28.8,1639660,338030,955852,27741,973370,14,0.092368046,0.583192905,-0.1128066,1
12,13.5,367026,343376,291631,31354,1419327.444,48,-0.193546938,-0.235664764,0.126700744,0
11,10.2,762608,434940,468939,19423,1596437,52,-0.193546938,0.583192905,0.013849095,0
10,18,1372162,613844,538023,47991,2232120,11,-0.193546938,0.583192905,0.126700744,0
28,28.5,2520540,439978,1732762,39882,2404925,27,-0.193546938,-0.235664764,0.126700744,1
13,19.7,708862,532906,314678,18751,1278472,39,-0.193546938,0.583192905,0.126700744,1
10,14.6,223608,265892,160474,13942,656089,74,0.180264064,-0.235664764,-0.68396445,0
7,23.7,244662,404800,54093,11740,1446906.481,23,0.180264064,0.583192905,0.013849095,0
22,20.5,1721346,263846,611002,28863,1519088,60,-0.193546938,-0.235664764,0.126700744,0
11,21.1,1138676,411400,400235,28491,1340773,34,-0.193546938,0.583192905,0.126700744,0
11,16,382602,87208,52535,9180,941545,28,0.180264064,-0.235664764,0.126700744,0
20,16.5,975172,99999999,186124,12277,823042,5,-0.193546938,-0.235664764,0.013849095,0
7,14.7,916652,765842,536750,20173,1984227,33,0.180264064,-0.235664764,0.126700744,0
19,21.3,618464,21604,392597,26966,1381110,25,-0.193546938,-0.235664764,0.013849095,1
8,19.2,872542,535546,622440,41988,1599553,14,0.180264064,0.583192905,-0.68396445,0
10,13.7,316294,712250,243124,31135,2395026,31,-0.193546938,-0.235664764,0.126700744,0
12,18,447348,561066,254220,16976,970064,32,-0.193546938,0.583192905,-0.1128066,1
19,21,923296,99999999,271909,56215,4269490,43,-0.193546938,0.583192905,0.126700744,0
18,8.7,166738,50468,108300,8622,1166897.895,22,0.180264064,-0.235664764,0.013849095,0
5,14.6,307824,225830,155249,8103,565326,47,0.180264064,-0.235664764,0.126700744,1
10,13,214544,332288,52991,21795,1205265,43,-0.193546938,-0.235664764,0.126700744,1
5,12.7,425194,99999999,195719,5298,1256489,30,0.180264064,-0.235664764,0.126700744,0
25,25.5,193776,103664,124336,18108,1070403,38,0.180264064,-0.235664764,0.013849095,1
10,20.5,331914,222992,126692,10987,808849,40,-0.193546938,-0.235664764,0.126700744,1
19,17.8,800206,252648,182457,32810,1626951,35,0.092368046,-0.235664764,0.126700744,0
5,9.7,150590,62744,13015,2320,1143744.146,59,-0.193546938,-0.235664764,0.013849095,0
6,16.9,235620,134662,110295,7237,620274,41,0.180264064,-0.235664764,0.013849095,1
7,12.3,221276,118118,77577,5379,1483824,20,-0.193546938,-0.235664764,0.126700744,0
7,19.8,411708,311960,78926,21828,1496744,1,-0.193546938,0.583192905,0.126700744,1
11,13.1,245960,158224,136154,12874,1043860,44,0.180264064,-0.235664764,-0.1128066,0
17,18,479820,155452,251940,16941,767144,10,-0.193546938,-0.235664764,-0.68396445,0
14,11.4,443586,259512,239438,11331,747080,33,-0.193546938,0.583192905,-0.1128066,0
6,13.8,606364,399718,274930,7633,1150716,77,-0.193546938,-0.235664764,0.013849095,0
11,37.9,506286,155760,99256,23978,1195992.409,16,-0.193546938,-0.235664764,-0.1128066,0
5,13.5,128898,85844,59223,4191,1146108.439,39,-0.193546938,-0.235664764,0.126700744,0
23,28.6,305646,267740,211166,19424,1214005,15,-0.193546938,-0.235664764,0.126700744,0
9,21.1,1072214,761068,389842,8113,1699400.737,47,-0.193546938,0.583192905,-0.68396445,1
21,17.7,770044,133804,192204,20973,1186289.062,10,0.180264064,-0.235664764,0.013849095,0
28,16.3,444950,354068,343919,29527,2228472,33,-0.193546938,0.583192905,0.126700744,0
13,16,1028126,388190,365826,21705,1713572,40,-0.193546938,-0.235664764,0.126700744,0
7,8.6,77066,49038,47652,7796,577467,35,0.180264064,-0.235664764,0.013849095,0
10,10.2,292116,155892,127908,4411,841491,27,0.180264064,-0.235664764,-0.68396445,0
9,26.6,827948,265342,256709,4679,763876,14,0.180264064,0.583192905,0.126700744,1
15,25.1,372460,399278,181754,40391,1465234.753,24,-0.193546938,-0.235664764,-0.1128066,0
15,13.5,590370,306130,271757,18192,1605158,18,0.092368046,0.583192905,0.126700744,0
6,14.5,292050,219626,194484,6396,1248661.843,58,0.180264064,-0.235664764,0.126700744,0
24,32.4,791604,135256,110067,19273,876033,33,-0.193546938,-0.235664764,0.013849095,0
14,18.5,726154,177078,139859,3613,1204296,28,0.180264064,-0.235664764,0.126700744,1
18,20.4,419826,170060,173318,10777,1185549.045,14,0.180264064,-0.235664764,0.126700744,0
25,13.4,493416,189068,183236,10114,777974,33,0.180264064,-0.235664764,0.126700744,1
13,22.8,5879808,224444,1107016,16593,930430,30,-0.193546938,-0.235664764,0.126700744,1
9,32.8,418792,275572,247038,7949,567777,14,-0.193546938,0.583192905,0.126700744,0
14,10.2,692384,227282,194940,11163,744192,33,0.180264064,-0.235664764,0.013849095,0
18,16.7,669174,347710,320758,24704,1219933,7,0.180264064,0.583192905,0.013849095,1
4,15.4,1085832,99999999,430426,14613,2586299,30,-0.193546938,0.583192905,0.013849095,0
6,19.6,720610,217932,56639,1093,1253188.816,41,-0.193546938,-0.235664764,0.013849095,0
9,16.9,462198,401324,325717,19425,1036013,24,0.180264064,-0.235664764,0.126700744,0
8,13.9,564806,649374,174135,18344,1691721.388,33,0.180264064,-0.235664764,-0.1128066,1
6,21.8,721490,411444,329612,18997,957828,34,0.092368046,0.583192905,0.126700744,0
14,28.4,985600,99999999,160018,23233,1437065,2,-0.193546938,-0.235664764,0.013849095,0
7,26,294624,177452,63859,20455,1202168.536,48,-0.193546938,-0.235664764,0.013849095,0
8,11.7,99132,87406,73625,8728,1150151.179,54,0.180264064,-0.235664764,-0.1128066,0
5,20.1,1090892,335654,276982,11827,985568,27,0.180264064,0.583192905,-0.68396445,0
7,17.7,874808,179652,177555,16221,1203803.037,49,0.180264064,-0.235664764,0.013849095,0
10,18.9,241098,131604,76627,3059,530404,26,-0.193546938,-0.235664764,-0.68396445,0
27,36,3211758,223014,513152,11406,4160221,34,-0.193546938,0.583192905,0.013849095,0
9,19,805464,619388,519650,21628,1241802,19,-0.193546938,0.583192905,0.126700744,0
5,40.3,244662,99999999,127414,2926,761615,30,0.180264064,-0.235664764,0.126700744,0
11,9.8,223454,155166,143583,11807,674690,44,0.180264064,-0.235664764,0.013849095,1
21,11,774092,77198,129029,10714,857147,4,0.180264064,-0.235664764,-0.68396445,1
12,16.2,6766276,259556,2056940,10360,1027444,33,0.180264064,-0.235664764,-0.1128066,0
6,13.1,208010,99999999,132943,12116,938030,30,0.180264064,-0.235664764,-0.1128066,0
4,14.8,84942,156442,39539,3357,1190742.152,42,-0.193546938,-0.235664764,-0.68396445,0
15,16.7,952336,259468,162032,9181,1314270.848,33,-0.193546938,-0.235664764,-0.1128066,0
16,13.2,1052722,751762,280934,9154,1669473,14,-0.193546938,0.583192905,-0.1128066,0
19,15.6,135916,43142,111986,3613,652897,67,0.180264064,-0.235664764,0.126700744,0
5,9.5,308110,516956,256785,12588,1078972,30,0.180264064,-0.235664764,-0.1128066,0
7,18.7,213026,440352,130606,13510,2086447,28,-0.193546938,-0.235664764,0.126700744,0
14,28.6,446688,178442,58254,4787,1155846,48,0.180264064,-0.235664764,0.126700744,0
9,16.3,492404,99999999,208810,10478,1047831,34,0.180264064,-0.235664764,0.126700744,0
20,21.8,986656,534974,595631,28128,1520428.32,72,0.180264064,0.583192905,0.013849095,1
13,34.6,520520,174746,47196,17842,914964,33,0.180264064,-0.235664764,0.126700744,0
15,17.9,346434,106546,68514,25093,1338322,2,-0.193546938,-0.235664764,0.126700744,0
11,12.5,353166,242990,203129,9026,958569,24,0.180264064,-0.235664764,0.126700744,1
7,20.5,0,67276,0,3489,890701,7,0.180264064,-0.235664764,0.013849095,1
8,20,763752,399278,370025,10058,1149462,12,0.180264064,-0.235664764,0.126700744,0
12,24,577522,789030,416461,16082,2336316,39,-0.193546938,0.583192905,0.126700744,0
8,20.7,0,99999999,69084,6864,1893464,30,0.092368046,-0.235664764,0.126700744,0
8,12.1,818048,232408,34618,10246,2293908,33,0.180264064,0.583192905,0.126700744,0
13,21.5,237270,232782,122740,8775,1179159,33,-0.193546938,-0.235664764,-0.1128066,0
10,18.5,481910,460284,148998,45636,2082267,54,-0.193546938,0.583192905,-0.1128066,0
13,36.8,918962,270336,217455,8099,1306702.372,24,-0.193546938,-0.235664764,0.126700744,0
15,18.8,508574,220022,176130,13111,855095,34,-0.193546938,-0.235664764,0.013849095,0
14,17.6,786060,314358,257982,14422,808697,22,-0.193546938,-0.235664764,-0.1128066,0
14,12.8,567028,265958,160626,16509,957030,27,0.180264064,-0.235664764,0.013849095,0
13,14.5,331562,338184,152057,26976,1216950,7,-0.193546938,0.583192905,0.126700744,1
9,16.1,151272,43208,84930,10858,969834.8943,48,0.180264064,-0.235664764,-0.1128066,1
3,10.5,101772,86592,86241,8655,654436,35,0.180264064,-0.235664764,0.126700744,0
13,11.6,562386,430672,220020,14921,1078630,36,0.092368046,-0.235664764,0.126700744,0
8,17.6,652718,99999999,115558,12206,927010,7,0.180264064,-0.235664764,-0.1128066,0
7,13.9,301994,508882,242554,14962,1430681,3,0.180264064,0.583192905,0.013849095,1
13,23.4,836880,781396,670719,36674,1785303.782,10,-0.193546938,-0.235664764,0.126700744,1
4,34.2,216546,88352,169822,10630,610375,39,-0.193546938,-0.235664764,0.126700744,0
13,17.8,936056,392788,676628,24932,1156472.19,79,-0.193546938,-0.235664764,0.013849095,1
9,20.3,538406,478918,6973,19036,1508560.458,39,-0.193546938,0.583192905,0.126700744,1
22,15,943118,540188,329878,20617,1712687.874,41,0.180264064,-0.235664764,-0.1128066,0
15,28.8,573276,331452,114361,21469,954180,66,-0.193546938,-0.235664764,0.013849095,0
13,10.1,1118810,193512,379734,15859,687040,5,0.180264064,-0.235664764,0.126700744,0
17,17.9,565664,161260,265278,21308,1578349,43,0.180264064,-0.235664764,0.126700744,0
3,9.9,131384,107668,43339,2045,464816,38,0.180264064,-0.235664764,0.126700744,1
10,17.6,476872,70268,78660,11201,1381414,43,0.180264064,-0.235664764,0.126700744,0
8,5.1,499774,213048,243010,21947,1150032,12,0.180264064,-0.235664764,0.126700744,0
14,12.5,795696,99999999,175921,15457,1719063,30,-0.193546938,0.583192905,-0.1128066,0
12,10.9,465410,140734,273334,17123,925547,80,-0.193546938,-0.235664764,0.013849095,0
18,19.5,449790,268202,136743,31656,1158126,10,-0.193546938,0.583192905,-0.1128066,0
7,17.8,579458,219582,220191,17997,986119,52,-0.193546938,-0.235664764,0.126700744,0
12,7.4,604846,405790,215213,19158,1401782,45,0.180264064,-0.235664764,0.013849095,0
7,10.4,352550,255090,128782,6998,815233,17,-0.193546938,0.583192905,0.013849095,1
11,10,915970,216920,433504,22129,843030,27,0.180264064,-0.235664764,0.126700744,0
19,15.4,432982,61446,56468,17195,946523,15,-0.193546938,-0.235664764,-0.68396445,0
6,31.4,110858,164120,85405,22842,938695,44,-0.193546938,-0.235664764,0.013849095,0
13,14.5,1612204,273372,285437,19451,2795413,1,-0.193546938,-0.235664764,-0.1128066,0
7,16.1,970728,562342,471998,11908,1400927,16,-0.193546938,-0.235664764,-0.1128066,0
4,26.1,476828,265100,57247,1833,1321495.1,26,0.180264064,-0.235664764,0.126700744,0
10,14.5,384780,663630,276811,25568,2101495,49,0.180264064,-0.235664764,0.013849095,0
10,19.7,412852,182886,222851,20567,1038262.154,7,-0.193546938,-0.235664764,0.013849095,1
4,8.9,258808,108042,216353,6205,991477,23,0.180264064,-0.235664764,0.126700744,0
13,10.6,213950,259226,171836,20864,2052171,37,0.180264064,-0.235664764,-0.1128066,0
19,23,625130,43428,381691,21564,2250132,13,0.092368046,-0.235664764,0.013849095,0
10,14.7,455664,302324,74765,13801,1492032,21,0.180264064,-0.235664764,0.126700744,0
10,16.3,429682,334070,74594,17022,1154022,4,-0.193546938,0.583192905,0.126700744,1
8,8.8,296516,174350,187967,8160,809324,38,-0.193546938,-0.235664764,-0.1128066,1
12,14.3,516230,266904,86944,9705,902823,40,0.180264064,0.583192905,0.126700744,1
6,21.7,44132,66176,28120,5449,971154.5373,34,0.180264064,-0.235664764,0.013849095,1
9,45.6,873290,180378,263986,22345,1655223,12,0.180264064,-0.235664764,0.126700744,0
13,14.8,487784,143330,149549,17125,744572,21,-0.193546938,-0.235664764,-0.68396445,0
3,12,71808,91542,14079,4875,564699,58,0.180264064,-0.235664764,0.126700744,0
24,24.3,1825010,452672,926763,25405,1712698,33,0.092368046,0.583192905,0.126700744,1
9,18.5,291742,403832,239875,10060,1646977,33,0.180264064,0.583192905,0.013849095,0
17,10.8,335104,220286,177403,10714,1247992.353,73,0.180264064,-0.235664764,-0.1128066,0
10,14.1,646844,194788,309491,7351,2056142,9,0.180264064,-0.235664764,0.013849095,0
